ev_id,toa,tod,i_soc,d_soc,dos,max_battery_capacity,day,date,toa_hr,tod_hr,unique_ev
V51,2024-12-28 14:49:00,2024-12-28 17:18:00,34,80,0 days 02:29:00,49,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 17:00:00,V51_2024-12-28
V52,2024-12-28 14:09:00,2024-12-28 22:30:00,41,80,0 days 08:21:00,41,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 22:00:00,V52_2024-12-28
V53,2024-12-28 10:22:00,2024-12-28 18:06:00,20,80,0 days 07:44:00,100,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 18:00:00,V53_2024-12-28
V54,2024-12-28 11:33:00,2024-12-28 17:32:00,31,80,0 days 05:59:00,68,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 17:00:00,V54_2024-12-28
V55,2024-12-28 12:14:00,2024-12-28 16:18:00,60,80,0 days 04:04:00,61,5,2024-12-28,2024-12-28 12:00:00,2024-12-28 16:00:00,V55_2024-12-28
V56,2024-12-28 14:04:00,2024-12-28 17:18:00,42,80,0 days 03:14:00,60,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 17:00:00,V56_2024-12-28
V57,2024-12-28 11:17:00,2024-12-28 17:52:00,32,80,0 days 06:35:00,70,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 17:00:00,V57_2024-12-28
V58,2024-12-28 19:29:00,2024-12-28 22:31:00,44,80,0 days 03:02:00,73,5,2024-12-28,2024-12-28 19:00:00,2024-12-28 22:00:00,V58_2024-12-28
V59,2024-12-28 09:58:00,2024-12-28 14:44:00,48,80,0 days 04:46:00,81,5,2024-12-28,2024-12-28 09:00:00,2024-12-28 14:00:00,V59_2024-12-28
V60,2024-12-28 18:15:00,2024-12-28 23:31:00,29,80,0 days 05:16:00,96,5,2024-12-28,2024-12-28 18:00:00,2024-12-28 23:00:00,V60_2024-12-28
V61,2024-12-28 07:17:00,2024-12-28 12:22:00,29,80,0 days 05:05:00,48,5,2024-12-28,2024-12-28 07:00:00,2024-12-28 12:00:00,V61_2024-12-28
V62,2024-12-28 22:21:00,2024-12-29 04:36:00,22,80,0 days 06:15:00,61,5,2024-12-28,2024-12-28 22:00:00,2024-12-29 04:00:00,V62_2024-12-28
V63,2024-12-28 15:03:00,2024-12-28 22:23:00,44,80,0 days 07:20:00,88,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 22:00:00,V63_2024-12-28
V64,2024-12-28 11:51:00,2024-12-28 15:08:00,47,80,0 days 03:17:00,85,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 15:00:00,V64_2024-12-28
V65,2024-12-28 14:37:00,2024-12-28 22:28:00,44,80,0 days 07:51:00,64,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 22:00:00,V65_2024-12-28
V66,2024-12-28 18:08:00,2024-12-28 21:47:00,29,80,0 days 03:39:00,66,5,2024-12-28,2024-12-28 18:00:00,2024-12-28 21:00:00,V66_2024-12-28
V67,2024-12-28 15:13:00,2024-12-28 23:52:00,14,80,0 days 08:39:00,42,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 23:00:00,V67_2024-12-28
V68,2024-12-28 17:26:00,2024-12-28 21:55:00,45,80,0 days 04:29:00,90,5,2024-12-28,2024-12-28 17:00:00,2024-12-28 21:00:00,V68_2024-12-28
V69,2024-12-28 12:15:00,2024-12-28 19:42:00,25,80,0 days 07:27:00,42,5,2024-12-28,2024-12-28 12:00:00,2024-12-28 19:00:00,V69_2024-12-28
V70,2024-12-28 08:37:00,2024-12-28 15:19:00,43,80,0 days 06:42:00,40,5,2024-12-28,2024-12-28 08:00:00,2024-12-28 15:00:00,V70_2024-12-28
V71,2024-12-28 14:45:00,2024-12-28 18:41:00,43,80,0 days 03:56:00,94,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 18:00:00,V71_2024-12-28
V72,2024-12-28 17:19:00,2024-12-29 00:28:00,13,80,0 days 07:09:00,74,5,2024-12-28,2024-12-28 17:00:00,2024-12-29 00:00:00,V72_2024-12-28
V73,2024-12-28 11:29:00,2024-12-28 21:00:00,15,80,0 days 09:31:00,71,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 21:00:00,V73_2024-12-28
V74,2024-12-28 14:49:00,2024-12-28 21:28:00,11,80,0 days 06:39:00,76,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 21:00:00,V74_2024-12-28
V75,2024-12-28 12:49:00,2024-12-28 17:55:00,33,80,0 days 05:06:00,99,5,2024-12-28,2024-12-28 12:00:00,2024-12-28 17:00:00,V75_2024-12-28
V76,2024-12-28 14:03:00,2024-12-28 23:11:00,53,80,0 days 09:08:00,60,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 23:00:00,V76_2024-12-28
V77,2024-12-28 11:48:00,2024-12-28 19:50:00,31,80,0 days 08:02:00,66,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 19:00:00,V77_2024-12-28
V78,2024-12-28 14:36:00,2024-12-29 01:34:00,40,80,0 days 10:58:00,66,5,2024-12-28,2024-12-28 14:00:00,2024-12-29 01:00:00,V78_2024-12-28
V79,2024-12-28 14:26:00,2024-12-28 17:03:00,41,80,0 days 02:37:00,59,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 17:00:00,V79_2024-12-28
V80,2024-12-28 17:22:00,2024-12-29 00:39:00,18,80,0 days 07:17:00,88,5,2024-12-28,2024-12-28 17:00:00,2024-12-29 00:00:00,V80_2024-12-28
V81,2024-12-28 15:46:00,2024-12-28 21:58:00,36,80,0 days 06:12:00,55,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 21:00:00,V81_2024-12-28
V82,2024-12-28 10:12:00,2024-12-28 20:39:00,17,80,0 days 10:27:00,53,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 20:00:00,V82_2024-12-28
V83,2024-12-28 15:09:00,2024-12-29 02:27:00,31,80,0 days 11:18:00,40,5,2024-12-28,2024-12-28 15:00:00,2024-12-29 02:00:00,V83_2024-12-28
V84,2024-12-28 15:29:00,2024-12-29 00:18:00,52,80,0 days 08:49:00,47,5,2024-12-28,2024-12-28 15:00:00,2024-12-29 00:00:00,V84_2024-12-28
V85,2024-12-28 23:16:00,2024-12-29 03:24:00,39,80,0 days 04:08:00,74,5,2024-12-28,2024-12-28 23:00:00,2024-12-29 03:00:00,V85_2024-12-28
V86,2024-12-28 14:28:00,2024-12-28 18:36:00,39,80,0 days 04:08:00,82,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 18:00:00,V86_2024-12-28
V87,2024-12-28 13:35:00,2024-12-28 23:20:00,27,80,0 days 09:45:00,44,5,2024-12-28,2024-12-28 13:00:00,2024-12-28 23:00:00,V87_2024-12-28
V88,2024-12-28 10:42:00,2024-12-28 17:47:00,27,80,0 days 07:05:00,62,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 17:00:00,V88_2024-12-28
V89,2024-12-28 16:16:00,2024-12-28 23:39:00,16,80,0 days 07:23:00,39,5,2024-12-28,2024-12-28 16:00:00,2024-12-28 23:00:00,V89_2024-12-28
V90,2024-12-28 09:57:00,2024-12-28 15:00:00,32,80,0 days 05:03:00,96,5,2024-12-28,2024-12-28 09:00:00,2024-12-28 15:00:00,V90_2024-12-28
V91,2024-12-28 20:49:00,2024-12-29 00:25:00,42,80,0 days 03:36:00,84,5,2024-12-28,2024-12-28 20:00:00,2024-12-29 00:00:00,V91_2024-12-28
V92,2024-12-28 13:59:00,2024-12-28 17:17:00,17,80,0 days 03:18:00,50,5,2024-12-28,2024-12-28 13:00:00,2024-12-28 17:00:00,V92_2024-12-28
V93,2024-12-28 18:24:00,2024-12-29 00:48:00,26,80,0 days 06:24:00,50,5,2024-12-28,2024-12-28 18:00:00,2024-12-29 00:00:00,V93_2024-12-28
V94,2024-12-28 16:44:00,2024-12-28 20:26:00,17,80,0 days 03:42:00,45,5,2024-12-28,2024-12-28 16:00:00,2024-12-28 20:00:00,V94_2024-12-28
V95,2024-12-28 14:07:00,2024-12-29 01:16:00,12,80,0 days 11:09:00,55,5,2024-12-28,2024-12-28 14:00:00,2024-12-29 01:00:00,V95_2024-12-28
V96,2024-12-28 11:09:00,2024-12-28 15:01:00,25,80,0 days 03:52:00,55,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 15:00:00,V96_2024-12-28
V97,2024-12-28 09:38:00,2024-12-28 12:29:00,55,80,0 days 02:51:00,53,5,2024-12-28,2024-12-28 09:00:00,2024-12-28 12:00:00,V97_2024-12-28
V98,2024-12-28 18:33:00,2024-12-28 22:53:00,32,80,0 days 04:20:00,83,5,2024-12-28,2024-12-28 18:00:00,2024-12-28 22:00:00,V98_2024-12-28
V99,2024-12-28 15:16:00,2024-12-28 20:37:00,18,80,0 days 05:21:00,82,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 20:00:00,V99_2024-12-28
V100,2024-12-28 18:31:00,2024-12-28 22:43:00,56,80,0 days 04:12:00,48,5,2024-12-28,2024-12-28 18:00:00,2024-12-28 22:00:00,V100_2024-12-28
V101,2024-12-28 10:30:00,2024-12-28 20:58:00,18,80,0 days 10:28:00,57,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 20:00:00,V101_2024-12-28
V102,2024-12-28 15:51:00,2024-12-28 23:56:00,21,80,0 days 08:05:00,85,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 23:00:00,V102_2024-12-28
V103,2024-12-28 09:23:00,2024-12-28 14:09:00,37,80,0 days 04:46:00,90,5,2024-12-28,2024-12-28 09:00:00,2024-12-28 14:00:00,V103_2024-12-28
V104,2024-12-28 13:57:00,2024-12-28 21:46:00,24,80,0 days 07:49:00,97,5,2024-12-28,2024-12-28 13:00:00,2024-12-28 21:00:00,V104_2024-12-28
V105,2024-12-28 19:40:00,2024-12-29 03:47:00,14,80,0 days 08:07:00,64,5,2024-12-28,2024-12-28 19:00:00,2024-12-29 03:00:00,V105_2024-12-28
V106,2024-12-28 14:40:00,2024-12-28 19:14:00,11,80,0 days 04:34:00,45,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 19:00:00,V106_2024-12-28
V107,2024-12-28 09:42:00,2024-12-28 12:07:00,26,80,0 days 02:25:00,42,5,2024-12-28,2024-12-28 09:00:00,2024-12-28 12:00:00,V107_2024-12-28
V108,2024-12-28 14:24:00,2024-12-28 17:43:00,41,80,0 days 03:19:00,75,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 17:00:00,V108_2024-12-28
V109,2024-12-28 15:55:00,2024-12-28 21:12:00,34,80,0 days 05:17:00,63,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 21:00:00,V109_2024-12-28
V110,2024-12-28 13:25:00,2024-12-28 17:12:00,53,80,0 days 03:47:00,78,5,2024-12-28,2024-12-28 13:00:00,2024-12-28 17:00:00,V110_2024-12-28
V111,2024-12-28 10:37:00,2024-12-28 16:22:00,53,80,0 days 05:45:00,92,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 16:00:00,V111_2024-12-28
V112,2024-12-28 14:31:00,2024-12-28 20:36:00,23,80,0 days 06:05:00,65,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 20:00:00,V112_2024-12-28
V113,2024-12-28 20:42:00,2024-12-29 11:43:00,10,80,0 days 15:01:00,55,5,2024-12-28,2024-12-28 20:00:00,2024-12-29 11:00:00,V113_2024-12-28
V114,2024-12-28 12:55:00,2024-12-28 14:57:00,39,80,0 days 02:02:00,44,5,2024-12-28,2024-12-28 12:00:00,2024-12-28 14:00:00,V114_2024-12-28
V115,2024-12-28 19:06:00,2024-12-28 21:27:00,37,80,0 days 02:21:00,49,5,2024-12-28,2024-12-28 19:00:00,2024-12-28 21:00:00,V115_2024-12-28
V116,2024-12-28 14:48:00,2024-12-28 17:42:00,35,80,0 days 02:54:00,48,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 17:00:00,V116_2024-12-28
V117,2024-12-28 14:15:00,2024-12-28 17:10:00,38,80,0 days 02:55:00,44,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 17:00:00,V117_2024-12-28
V118,2024-12-28 13:00:00,2024-12-28 18:38:00,51,80,0 days 05:38:00,71,5,2024-12-28,2024-12-28 13:00:00,2024-12-28 18:00:00,V118_2024-12-28
V119,2024-12-28 15:53:00,2024-12-28 21:07:00,47,80,0 days 05:14:00,48,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 21:00:00,V119_2024-12-28
V120,2024-12-28 10:04:00,2024-12-28 15:40:00,34,80,0 days 05:36:00,82,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 15:00:00,V120_2024-12-28
V121,2024-12-28 17:02:00,2024-12-28 19:25:00,59,80,0 days 02:23:00,52,5,2024-12-28,2024-12-28 17:00:00,2024-12-28 19:00:00,V121_2024-12-28
V122,2024-12-28 16:53:00,2024-12-28 22:03:00,51,80,0 days 05:10:00,59,5,2024-12-28,2024-12-28 16:00:00,2024-12-28 22:00:00,V122_2024-12-28
V123,2024-12-28 14:42:00,2024-12-28 17:15:00,53,80,0 days 02:33:00,58,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 17:00:00,V123_2024-12-28
V124,2024-12-28 18:18:00,2024-12-28 22:49:00,53,80,0 days 04:31:00,54,5,2024-12-28,2024-12-28 18:00:00,2024-12-28 22:00:00,V124_2024-12-28
V125,2024-12-28 14:37:00,2024-12-28 22:27:00,44,80,0 days 07:50:00,93,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 22:00:00,V125_2024-12-28
V126,2024-12-28 15:48:00,2024-12-28 19:54:00,43,80,0 days 04:06:00,94,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 19:00:00,V126_2024-12-28
V127,2024-12-28 17:33:00,2024-12-28 20:41:00,48,80,0 days 03:08:00,83,5,2024-12-28,2024-12-28 17:00:00,2024-12-28 20:00:00,V127_2024-12-28
V128,2024-12-28 13:49:00,2024-12-29 00:11:00,47,80,0 days 10:22:00,61,5,2024-12-28,2024-12-28 13:00:00,2024-12-29 00:00:00,V128_2024-12-28
V129,2024-12-28 10:11:00,2024-12-28 14:16:00,29,80,0 days 04:05:00,47,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 14:00:00,V129_2024-12-28
V130,2024-12-28 13:33:00,2024-12-28 19:56:00,32,80,0 days 06:23:00,82,5,2024-12-28,2024-12-28 13:00:00,2024-12-28 19:00:00,V130_2024-12-28
V131,2024-12-28 08:30:00,2024-12-28 13:26:00,24,80,0 days 04:56:00,83,5,2024-12-28,2024-12-28 08:00:00,2024-12-28 13:00:00,V131_2024-12-28
V132,2024-12-28 15:41:00,2024-12-28 21:03:00,39,80,0 days 05:22:00,89,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 21:00:00,V132_2024-12-28
V133,2024-12-28 14:09:00,2024-12-28 18:10:00,55,80,0 days 04:01:00,44,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 18:00:00,V133_2024-12-28
V134,2024-12-28 00:25:00,2024-12-28 08:56:00,24,80,0 days 08:31:00,67,5,2024-12-28,2024-12-28 00:00:00,2024-12-28 08:00:00,V134_2024-12-28
V135,2024-12-28 18:10:00,2024-12-29 06:18:00,57,80,0 days 12:08:00,72,5,2024-12-28,2024-12-28 18:00:00,2024-12-29 06:00:00,V135_2024-12-28
V136,2024-12-28 14:41:00,2024-12-28 20:41:00,45,80,0 days 06:00:00,83,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 20:00:00,V136_2024-12-28
V137,2024-12-28 01:52:00,2024-12-28 13:33:00,45,80,0 days 11:41:00,57,5,2024-12-28,2024-12-28 01:00:00,2024-12-28 13:00:00,V137_2024-12-28
V138,2024-12-28 02:18:00,2024-12-28 06:11:00,36,80,0 days 03:53:00,71,5,2024-12-28,2024-12-28 02:00:00,2024-12-28 06:00:00,V138_2024-12-28
V139,2024-12-28 08:22:00,2024-12-28 15:02:00,23,80,0 days 06:40:00,69,5,2024-12-28,2024-12-28 08:00:00,2024-12-28 15:00:00,V139_2024-12-28
V140,2024-12-28 23:50:00,2024-12-29 05:44:00,16,80,0 days 05:54:00,43,5,2024-12-28,2024-12-28 23:00:00,2024-12-29 05:00:00,V140_2024-12-28
V141,2024-12-28 06:37:00,2024-12-28 16:09:00,40,80,0 days 09:32:00,90,5,2024-12-28,2024-12-28 06:00:00,2024-12-28 16:00:00,V141_2024-12-28
V142,2024-12-28 18:47:00,2024-12-29 04:06:00,57,80,0 days 09:19:00,98,5,2024-12-28,2024-12-28 18:00:00,2024-12-29 04:00:00,V142_2024-12-28
V143,2024-12-28 00:53:00,2024-12-28 14:04:00,40,80,0 days 13:11:00,42,5,2024-12-28,2024-12-28 00:00:00,2024-12-28 14:00:00,V143_2024-12-28
V144,2024-12-28 05:55:00,2024-12-28 11:00:00,18,80,0 days 05:05:00,58,5,2024-12-28,2024-12-28 05:00:00,2024-12-28 11:00:00,V144_2024-12-28
V145,2024-12-28 02:41:00,2024-12-28 06:55:00,40,80,0 days 04:14:00,95,5,2024-12-28,2024-12-28 02:00:00,2024-12-28 06:00:00,V145_2024-12-28
V146,2024-12-28 00:03:00,2024-12-28 04:25:00,27,80,0 days 04:22:00,61,5,2024-12-28,2024-12-28 00:00:00,2024-12-28 04:00:00,V146_2024-12-28
V147,2024-12-28 07:01:00,2024-12-28 12:20:00,43,80,0 days 05:19:00,99,5,2024-12-28,2024-12-28 07:00:00,2024-12-28 12:00:00,V147_2024-12-28
V148,2024-12-28 07:35:00,2024-12-28 12:05:00,54,80,0 days 04:30:00,83,5,2024-12-28,2024-12-28 07:00:00,2024-12-28 12:00:00,V148_2024-12-28
V149,2024-12-28 22:03:00,2024-12-29 04:07:00,34,80,0 days 06:04:00,57,5,2024-12-28,2024-12-28 22:00:00,2024-12-29 04:00:00,V149_2024-12-28
V150,2024-12-28 21:07:00,2024-12-29 06:09:00,13,80,0 days 09:02:00,76,5,2024-12-28,2024-12-28 21:00:00,2024-12-29 06:00:00,V150_2024-12-28
V151,2024-12-28 11:26:00,2024-12-28 15:13:00,45,80,0 days 03:47:00,94,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 15:00:00,V151_2024-12-28
V152,2024-12-28 03:14:00,2024-12-28 13:38:00,56,80,0 days 10:24:00,55,5,2024-12-28,2024-12-28 03:00:00,2024-12-28 13:00:00,V152_2024-12-28
V153,2024-12-28 09:42:00,2024-12-28 20:47:00,22,80,0 days 11:05:00,94,5,2024-12-28,2024-12-28 09:00:00,2024-12-28 20:00:00,V153_2024-12-28
V154,2024-12-28 05:32:00,2024-12-28 07:51:00,42,80,0 days 02:19:00,54,5,2024-12-28,2024-12-28 05:00:00,2024-12-28 07:00:00,V154_2024-12-28
V155,2024-12-28 16:53:00,2024-12-29 03:55:00,33,80,0 days 11:02:00,57,5,2024-12-28,2024-12-28 16:00:00,2024-12-29 03:00:00,V155_2024-12-28
V156,2024-12-28 00:44:00,2024-12-28 02:59:00,44,80,0 days 02:15:00,54,5,2024-12-28,2024-12-28 00:00:00,2024-12-28 02:00:00,V156_2024-12-28
V157,2024-12-28 19:33:00,2024-12-29 07:25:00,36,80,0 days 11:52:00,51,5,2024-12-28,2024-12-28 19:00:00,2024-12-29 07:00:00,V157_2024-12-28
V158,2024-12-28 20:48:00,2024-12-29 04:19:00,25,80,0 days 07:31:00,60,5,2024-12-28,2024-12-28 20:00:00,2024-12-29 04:00:00,V158_2024-12-28
V159,2024-12-28 04:10:00,2024-12-28 07:47:00,31,80,0 days 03:37:00,68,5,2024-12-28,2024-12-28 04:00:00,2024-12-28 07:00:00,V159_2024-12-28
V160,2024-12-28 11:00:00,2024-12-28 14:36:00,48,80,0 days 03:36:00,77,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 14:00:00,V160_2024-12-28
V161,2024-12-28 08:01:00,2024-12-28 14:06:00,54,80,0 days 06:05:00,98,5,2024-12-28,2024-12-28 08:00:00,2024-12-28 14:00:00,V161_2024-12-28
V162,2024-12-28 07:42:00,2024-12-28 14:24:00,42,80,0 days 06:42:00,91,5,2024-12-28,2024-12-28 07:00:00,2024-12-28 14:00:00,V162_2024-12-28
V163,2024-12-28 22:23:00,2024-12-29 02:12:00,36,80,0 days 03:49:00,44,5,2024-12-28,2024-12-28 22:00:00,2024-12-29 02:00:00,V163_2024-12-28
V164,2024-12-28 08:46:00,2024-12-28 16:35:00,36,80,0 days 07:49:00,52,5,2024-12-28,2024-12-28 08:00:00,2024-12-28 16:00:00,V164_2024-12-28
V165,2024-12-28 07:34:00,2024-12-28 11:47:00,58,80,0 days 04:13:00,72,5,2024-12-28,2024-12-28 07:00:00,2024-12-28 11:00:00,V165_2024-12-28
V166,2024-12-28 11:39:00,2024-12-28 18:04:00,48,80,0 days 06:25:00,92,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 18:00:00,V166_2024-12-28
V167,2024-12-28 09:06:00,2024-12-28 13:49:00,11,80,0 days 04:43:00,56,5,2024-12-28,2024-12-28 09:00:00,2024-12-28 13:00:00,V167_2024-12-28
V168,2024-12-28 20:19:00,2024-12-29 01:47:00,27,80,0 days 05:28:00,83,5,2024-12-28,2024-12-28 20:00:00,2024-12-29 01:00:00,V168_2024-12-28
V169,2024-12-28 18:05:00,2024-12-28 20:59:00,45,80,0 days 02:54:00,72,5,2024-12-28,2024-12-28 18:00:00,2024-12-28 20:00:00,V169_2024-12-28
V170,2024-12-28 11:47:00,2024-12-28 16:21:00,27,80,0 days 04:34:00,73,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 16:00:00,V170_2024-12-28
V171,2024-12-28 16:22:00,2024-12-28 20:14:00,37,80,0 days 03:52:00,64,5,2024-12-28,2024-12-28 16:00:00,2024-12-28 20:00:00,V171_2024-12-28
V172,2024-12-28 14:48:00,2024-12-28 21:18:00,55,80,0 days 06:30:00,76,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 21:00:00,V172_2024-12-28
V173,2024-12-28 21:06:00,2024-12-29 03:19:00,47,80,0 days 06:13:00,57,5,2024-12-28,2024-12-28 21:00:00,2024-12-29 03:00:00,V173_2024-12-28
V174,2024-12-28 08:35:00,2024-12-28 13:47:00,26,80,0 days 05:12:00,87,5,2024-12-28,2024-12-28 08:00:00,2024-12-28 13:00:00,V174_2024-12-28
V175,2024-12-28 14:45:00,2024-12-28 17:54:00,37,80,0 days 03:09:00,66,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 17:00:00,V175_2024-12-28
V176,2024-12-28 13:54:00,2024-12-28 16:43:00,47,80,0 days 02:49:00,39,5,2024-12-28,2024-12-28 13:00:00,2024-12-28 16:00:00,V176_2024-12-28
V177,2024-12-28 16:26:00,2024-12-28 19:41:00,48,80,0 days 03:15:00,86,5,2024-12-28,2024-12-28 16:00:00,2024-12-28 19:00:00,V177_2024-12-28
V178,2024-12-28 16:15:00,2024-12-28 22:49:00,53,80,0 days 06:34:00,52,5,2024-12-28,2024-12-28 16:00:00,2024-12-28 22:00:00,V178_2024-12-28
V179,2024-12-28 16:50:00,2024-12-28 21:12:00,41,80,0 days 04:22:00,99,5,2024-12-28,2024-12-28 16:00:00,2024-12-28 21:00:00,V179_2024-12-28
V180,2024-12-28 17:03:00,2024-12-29 07:06:00,30,80,0 days 14:03:00,99,5,2024-12-28,2024-12-28 17:00:00,2024-12-29 07:00:00,V180_2024-12-28
V181,2024-12-28 08:08:00,2024-12-28 11:29:00,34,80,0 days 03:21:00,66,5,2024-12-28,2024-12-28 08:00:00,2024-12-28 11:00:00,V181_2024-12-28
V182,2024-12-28 13:58:00,2024-12-28 17:14:00,43,80,0 days 03:16:00,77,5,2024-12-28,2024-12-28 13:00:00,2024-12-28 17:00:00,V182_2024-12-28
V183,2024-12-28 15:23:00,2024-12-28 21:29:00,22,80,0 days 06:06:00,48,5,2024-12-28,2024-12-28 15:00:00,2024-12-28 21:00:00,V183_2024-12-28
V184,2024-12-28 11:24:00,2024-12-28 15:51:00,21,80,0 days 04:27:00,39,5,2024-12-28,2024-12-28 11:00:00,2024-12-28 15:00:00,V184_2024-12-28
V185,2024-12-28 17:33:00,2024-12-29 00:39:00,28,80,0 days 07:06:00,72,5,2024-12-28,2024-12-28 17:00:00,2024-12-29 00:00:00,V185_2024-12-28
V186,2024-12-28 14:54:00,2024-12-28 19:11:00,27,80,0 days 04:17:00,50,5,2024-12-28,2024-12-28 14:00:00,2024-12-28 19:00:00,V186_2024-12-28
V187,2024-12-28 14:23:00,2024-12-29 00:12:00,24,80,0 days 09:49:00,90,5,2024-12-28,2024-12-28 14:00:00,2024-12-29 00:00:00,V187_2024-12-28
V188,2024-12-28 08:52:00,2024-12-28 16:22:00,40,80,0 days 07:30:00,73,5,2024-12-28,2024-12-28 08:00:00,2024-12-28 16:00:00,V188_2024-12-28
V189,2024-12-28 12:14:00,2024-12-28 17:35:00,51,80,0 days 05:21:00,93,5,2024-12-28,2024-12-28 12:00:00,2024-12-28 17:00:00,V189_2024-12-28
V190,2024-12-28 10:38:00,2024-12-28 18:40:00,41,80,0 days 08:02:00,50,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 18:00:00,V190_2024-12-28
V191,2024-12-28 12:05:00,2024-12-29 08:35:00,24,80,0 days 20:30:00,86,5,2024-12-28,2024-12-28 12:00:00,2024-12-29 08:00:00,V191_2024-12-28
V192,2024-12-28 10:50:00,2024-12-28 13:53:00,46,80,0 days 03:03:00,78,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 13:00:00,V192_2024-12-28
V193,2024-12-28 17:00:00,2024-12-28 22:01:00,43,80,0 days 05:01:00,52,5,2024-12-28,2024-12-28 17:00:00,2024-12-28 22:00:00,V193_2024-12-28
V194,2024-12-28 10:22:00,2024-12-28 15:54:00,54,80,0 days 05:32:00,78,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 15:00:00,V194_2024-12-28
V195,2024-12-28 18:12:00,2024-12-28 23:52:00,25,80,0 days 05:40:00,97,5,2024-12-28,2024-12-28 18:00:00,2024-12-28 23:00:00,V195_2024-12-28
V196,2024-12-28 10:34:00,2024-12-28 15:31:00,59,80,0 days 04:57:00,66,5,2024-12-28,2024-12-28 10:00:00,2024-12-28 15:00:00,V196_2024-12-28
V197,2024-12-28 14:44:00,2024-12-29 00:00:00,32,80,0 days 09:16:00,85,5,2024-12-28,2024-12-28 14:00:00,2024-12-29 00:00:00,V197_2024-12-28
V198,2024-12-28 12:55:00,2024-12-28 16:57:00,59,80,0 days 04:02:00,56,5,2024-12-28,2024-12-28 12:00:00,2024-12-28 16:00:00,V198_2024-12-28
V199,2024-12-28 12:17:00,2024-12-29 05:57:00,41,80,0 days 17:40:00,55,5,2024-12-28,2024-12-28 12:00:00,2024-12-29 05:00:00,V199_2024-12-28
V200,2024-12-28 16:30:00,2024-12-29 05:02:00,28,80,0 days 12:32:00,88,5,2024-12-28,2024-12-28 16:00:00,2024-12-29 05:00:00,V200_2024-12-28
V201,2024-12-28 09:24:00,2024-12-28 12:40:00,36,80,0 days 03:16:00,67,5,2024-12-28,2024-12-28 09:00:00,2024-12-28 12:00:00,V201_2024-12-28
V202,2024-12-28 14:38:00,2024-12-29 00:05:00,13,80,0 days 09:27:00,80,5,2024-12-28,2024-12-28 14:00:00,2024-12-29 00:00:00,V202_2024-12-28
V203,2024-12-28 17:09:00,2024-12-28 20:48:00,42,80,0 days 03:39:00,85,5,2024-12-28,2024-12-28 17:00:00,2024-12-28 20:00:00,V203_2024-12-28
V204,2024-12-28 17:05:00,2024-12-28 23:21:00,22,80,0 days 06:16:00,60,5,2024-12-28,2024-12-28 17:00:00,2024-12-28 23:00:00,V204_2024-12-28
